scenario,seq_len,ground_truth,answer,lpips
scene_11381,8,"(0, 1)","2,3",0.116778
scene_13829,7,"(0, 1)","1,2",0.042629
scene_12889,8,"(5, 6)","2,3",0.127929
scene_11054,8,"(1, 2)","3,4",0.161354
scene_11880,7,"(3, 4)","2,3",0.081922
scene_13823,8,"(4, 5)","3,4",0.072524
scene_11355,8,"(3, 4)","1,8",0.234611
scene_10462,8,"(4, 5)","1,2",0.110843
scene_10790,8,"(0, 1)","2,3",0.163357
scene_13126,7,"(2, 3)","1,2",0.056553
scene_11918,8,"(6, 7)","2,3",0.046986
scene_12665,8,"(2, 3)","5,6",0.118013
scene_10550,7,"(5, 6)","2,3",0.261716
scene_12848,7,"(3, 4)","1,2",0.243727
scene_12598,7,"(1, 2)","2,3",0.202432
scene_14638,8,"(4, 5)","2,3",0.236231
scene_11862,7,"(2, 3)","2,3",0.089632
scene_14212,7,"(5, 6)","2,3",0.139014
scene_11373,8,"(3, 4)","2,3",0.152969
scene_14257,6,"(1, 2)","2,3",0.047618
scene_12946,6,"(0, 1)","3,4",0.019676
scene_12327,8,"(1, 2)","1,2",0.195256
scene_14824,8,"(6, 7)","2,3",0.088618
scene_10037,8,"(0, 1)","2,3",0.097859
scene_10153,7,"(3, 4)","1,2",0.131680
scene_13928,8,"(1, 2)","2,3",0.145118
scene_14136,8,"(5, 6)","1,2",0.237174
scene_12030,8,"(3, 4)","2,3",0.128786
scene_13764,7,"(0, 1)","2,3",0.030103
scene_10148,7,"(5, 6)","2,3",0.062322
scene_10721,7,"(2, 3)","2,3",0.191812
scene_11712,8,"(5, 6)","1,2",0.049286
scene_13009,8,"(2, 3)","2,3",0.289681
scene_14924,8,"(5, 6)","2,3",0.107904
scene_12192,7,"(0, 1)","2,3",0.045857
scene_14050,7,"(4, 5)","1,2",0.162800
scene_13537,7,"(4, 5)","1,2",0.228583
scene_10366,8,"(2, 3)","2,3",0.226095
scene_10242,7,"(2, 3)","2,3",0.112364
scene_14590,8,"(6, 7)","2,3",0.093965
scene_13609,8,"(1, 2)","3,4",0.140744
scene_11177,8,"(5, 6)","2,3",0.202729
scene_10817,6,"(1, 2)","3,4",0.042915
scene_14703,8,"(6, 7)","2,3",0.086631
scene_14914,8,"(2, 3)","2,3",0.189083
scene_11667,7,"(4, 5)","2,3",0.201056
scene_10647,7,"(1, 2)","2,3",0.039011
scene_12255,8,"(0, 1)","2,3",0.095291
scene_13089,8,"(1, 2)","2,3",0.073983
scene_14623,7,"(1, 2)","2,3",0.128671
scene_14008,8,"(1, 2)","2,3",0.283729
scene_11935,7,"(3, 4)","2,3",0.182512
scene_14758,5,"(0, 1)","2,3",0.031839
scene_11693,8,"(2, 3)","2,3",0.220679
scene_14728,6,"(4, 5)","1,2",0.063509
scene_13482,8,"(4, 5)","2,3",0.182966
scene_10954,8,"(2, 3)","2,3",0.224555
scene_14204,8,"(3, 4)","1,2",0.079577
scene_13991,8,"(6, 7)","2,3",0.154306
scene_13021,8,"(4, 5)","2,3",0.168832
scene_10994,7,"(1, 2)","2,3",0.191810
scene_10981,8,"(4, 5)","3,4",0.153277
scene_12404,7,"(0, 1)","2,3",0.001227
scene_10448,7,"(0, 1)","2,6",0.112980
scene_13440,6,"(2, 3)","2,3",0.056302
scene_11113,7,"(3, 4)","1,2",0.240973
scene_12303,8,"(5, 6)","2,3",0.094825
scene_11111,7,"(5, 6)","1,2",0.119063
scene_12207,4,"(1, 2)","2,3",0.036781
scene_14939,7,"(4, 5)","2,3",0.089288
scene_14668,8,"(3, 4)","1,2",0.137190
scene_11963,8,"(6, 7)","2,3",0.089486
scene_11051,7,"(3, 4)","1,2",0.177574
scene_13325,8,"(6, 7)","2,3",0.046862
scene_11419,7,"(4, 5)","5,6",0.242403
scene_12799,8,"(0, 1)","3,4",0.082691
scene_14645,8,"(1, 2)","1,2",0.168313
scene_14813,8,"(2, 3)","2,3",0.196889
scene_12860,7,"(5, 6)","2,3",0.055162
scene_13363,8,"(0, 1)","2,3",0.100991
scene_14883,8,"(3, 4)","1,2",0.134341
scene_13830,7,"(3, 4)","2,3",0.090268
scene_14736,6,"(4, 5)","4,5",0.063125
scene_12988,8,"(2, 3)","2,3",0.111671
scene_13407,8,"(1, 2)","2,3",0.122116
scene_13074,7,"(4, 5)","2,3",0.230674
scene_13561,8,"(5, 6)","2,3",0.188872
scene_11121,7,"(4, 5)","2,3",0.287752
scene_12296,7,"(1, 2)","1,2",0.116630
scene_11429,7,"(1, 2)","1,2",0.055726
scene_11966,7,"(3, 4)","2,3",0.148800
scene_14960,8,"(4, 5)","1,2",0.159953
scene_12003,8,"(6, 7)","2,3",0.091374
scene_13020,8,"(0, 1)","1,5",0.073518
scene_11184,8,"(6, 7)","2,3",0.054785
scene_11220,8,"(0, 1)","2,3",0.095227
scene_10922,5,"(1, 2)","1,2",0.089506
scene_14255,8,"(2, 3)","2,3",0.125510
scene_13618,8,"(1, 2)","1,2",0.081962
scene_11143,8,"(1, 2)","2,3",0.127007
scene_11010,8,"(2, 3)","3,4",0.079022
scene_10788,8,"(5, 6)","2,3",0.101522
scene_12745,7,"(1, 2)","2,3",0.093193
scene_13804,8,"(2, 3)","1,6",0.143193
scene_11083,7,"(4, 5)","2,3",0.155298
scene_11452,8,"(2, 3)","1,2",0.324124
scene_12238,7,"(0, 1)","2,3",0.037836
scene_11403,7,"(2, 3)","2,3",0.077460
scene_12184,7,"(1, 2)","2,3",0.085905
scene_13968,8,"(5, 6)","2,3",0.131148
scene_14345,8,"(4, 5)","2,3",0.197043
scene_11286,8,"(2, 3)","2,3",0.296303
scene_13182,7,"(1, 2)","1,2",0.078055
scene_14898,7,"(5, 6)","1,2",0.175387
scene_14478,8,"(2, 3)","3,4",0.106912
scene_14490,8,"(4, 5)","2,3",0.073238
scene_13532,7,"(4, 5)","2,3",0.155488
scene_10850,8,"(0, 1)","2,3",0.086188
scene_12125,8,"(4, 5)","2,3",0.105889
scene_10566,7,"(5, 6)","1,2",0.201245
scene_10255,7,"(1, 2)","2,3",0.053623
scene_14350,7,"(4, 5)","2,3",0.065575
scene_12505,7,"(4, 5)","2,3",0.243263
scene_13862,7,"(1, 2)","2,3",0.061215
scene_11681,7,"(1, 2)","1,2",0.336621
scene_12743,7,"(5, 6)","1,2",0.168078
scene_11692,7,"(4, 5)","1,2",0.199814
scene_10621,7,"(5, 6)","1,2",0.133756
scene_11716,8,"(4, 5)","1,2",0.089655
scene_11285,7,"(2, 3)","3,4",0.125755
scene_14441,8,"(6, 7)","1,2",0.148180
scene_13087,7,"(4, 5)","2,3",0.105745
scene_10782,8,"(0, 1)","2,3",0.119472
scene_14343,8,"(6, 7)","2,3",0.147061
scene_12346,7,"(0, 1)","2,3",0.015034
scene_10129,8,"(0, 1)","2,3",0.094955
scene_10993,7,"(0, 1)","2,3",0.026605
scene_10606,7,"(5, 6)","1,2",0.197017
scene_13428,8,"(6, 7)","1,2",0.127278
scene_14798,7,"(4, 5)","2,3",0.167849
scene_14722,8,"(2, 3)","2,3",0.196334
scene_12148,8,"(5, 6)","5,6",0.097082
scene_10699,7,"(1, 2)","2,3",0.157823
scene_11968,8,"(6, 7)","1,2",0.050319
scene_13103,6,"(4, 5)","1,2",0.042586
scene_13559,8,"(3, 4)","1,2",0.241341
scene_10933,8,"(4, 5)","2,3",0.296081
scene_12366,5,"(0, 1)","3,4",0.028986
scene_12370,8,"(3, 4)","2,3",0.148650
scene_11088,8,"(5, 6)","1,2",0.130535
scene_11944,8,"(4, 5)","1,2",0.271428
scene_13064,8,"(2, 3)","2,3",0.135977
scene_13117,7,"(5, 6)","2,3",0.054475
scene_14909,7,"(2, 3)","1,2",0.204043
scene_11261,8,"(3, 4)","2,3",0.207052
scene_14129,8,"(1, 2)","2,3",0.118181
scene_12765,7,"(5, 6)","2,3",0.215471
scene_10449,7,"(3, 4)","1,2",0.177790
scene_11357,8,"(2, 3)","2,3",0.105482
scene_11509,7,"(3, 4)","2,3",0.242837
scene_10068,8,"(0, 1)","3,4",0.076512
scene_11946,8,"(5, 6)","2,3",0.269763
scene_11228,8,"(0, 1)","3,4",0.115272
scene_12306,6,"(1, 2)","3,4",0.056028
scene_14996,7,"(3, 4)","2,3",0.160857
scene_12181,6,"(3, 4)","2,3",0.072541
scene_12088,8,"(3, 4)","3,4",0.080592
scene_12078,7,"(3, 4)","1,6",0.165011
scene_11378,8,"(1, 2)","3,4",0.229340
scene_13667,8,"(2, 3)","1,2",0.122458
scene_13951,7,"(4, 5)","1,2",0.101342
scene_14630,7,"(1, 2)","2,3",0.202408
scene_11610,6,"(2, 3)","2,3",0.143807
scene_14237,8,"(6, 7)","2,3",0.093354
scene_14609,8,"(5, 6)","1,2",0.075385
scene_14301,8,"(2, 3)","2,3",0.163097
scene_12951,8,"(5, 6)","2,3",0.164400
scene_13791,8,"(6, 7)","2,3",0.107653
scene_13597,7,"(2, 3)","1,5",0.159801
scene_14263,8,"(3, 4)","2,3",0.069989
scene_10611,8,"(1, 2)","2,3",0.328667
scene_13945,7,"(2, 3)","1,6",0.061993
scene_12128,7,"(4, 5)","2,3",0.074002
scene_11941,8,"(4, 5)","1,2",0.129857
scene_13799,7,"(0, 1)","2,3",0.018888
scene_14719,6,"(2, 3)","2,3",0.138508
scene_14848,8,"(1, 2)","2,3",0.092600
scene_12676,7,"(3, 4)","1,2",0.086577
scene_10164,8,"(0, 1)","2,3",0.118819
scene_12049,7,"(2, 3)","3,4",0.157065
scene_11645,7,"(3, 4)","1,2",0.304924
scene_12086,8,"(1, 2)","4,5",0.119728
scene_14284,8,"(1, 2)","2,3",0.107006
scene_13942,7,"(0, 1)","1,2",0.061184
scene_14059,7,"(0, 1)","2,3",0.048216
scene_11498,7,"(2, 3)","1,2",0.090590
scene_14344,8,"(3, 4)","2,3",0.322767
scene_12970,8,"(6, 7)","2,3",0.121011
scene_11529,7,"(4, 5)","1,2",0.154585
scene_11614,7,"(3, 4)","2,3",0.103816
scene_12722,8,"(1, 2)","1,2",0.241126
scene_10528,7,"(1, 2)","2,3",0.082204
scene_10487,6,"(2, 3)","2,3",0.160803
scene_12503,8,"(4, 5)","2,3",0.230910
scene_14047,8,"(5, 6)","2,3",0.085884
scene_13760,8,"(2, 3)","2,3",0.209293
scene_13234,8,"(1, 2)","3,4",0.160171
scene_11845,7,"(1, 2)","2,3",0.149830
scene_12066,8,"(3, 4)","1,2",0.152663
scene_14596,5,"(3, 4)","2,3",0.048379
scene_13641,8,"(3, 4)","3,4",0.110599
scene_11183,8,"(2, 3)","2,3",0.150095
scene_14653,8,"(3, 4)","4,5",0.143079
scene_11485,7,"(0, 1)","2,3",0.000779
scene_10798,8,"(0, 1)","2,3",0.093593
scene_12302,7,"(3, 4)","1,2",0.090390
scene_12336,7,"(4, 5)","1,2",0.133739
scene_10209,7,"(3, 4)","2,3",0.115050
scene_13385,7,"(1, 2)","2,3",0.196769
scene_13790,7,"(1, 2)","1,5",0.063774
scene_12679,8,"(4, 5)","1,2",0.137964
scene_11652,7,"(2, 3)","2,3",0.094385
scene_13833,6,"(0, 1)","2,3",0.046767
scene_14781,8,"(0, 1)","1,6",0.075915
scene_10549,8,"(2, 3)","2,3",0.200115
scene_11766,7,"(3, 4)","2,3",0.170849
scene_10441,7,"(4, 5)","1,2",0.108634
scene_14269,7,"(5, 6)","3,4",0.065372
scene_14348,8,"(5, 6)","2,3",0.158501
scene_14904,7,"(3, 4)","1,5",0.088962
scene_11928,8,"(2, 3)","2,3",0.098824
scene_12680,7,"(4, 5)","3,4",0.112193
scene_12448,7,"(0, 1)","1,2",0.169125
scene_12028,8,"(6, 7)","2,3",0.111596
scene_11153,8,"(0, 1)","3,4",0.061474
scene_12721,8,"(3, 4)","1,2",0.107564
scene_10199,5,"(1, 2)","2,3",0.040984
scene_13579,8,"(2, 3)","2,3",0.089172
scene_12390,8,"(5, 6)","2,3",0.088450
scene_13615,7,"(2, 3)","1,2",0.107052
scene_13977,8,"(6, 7)","1,6",0.121338
scene_13162,6,"(3, 4)","1,2",0.051675
scene_14534,8,"(2, 3)","2,3",0.132804
scene_11611,8,"(0, 1)","1,2",0.141709
scene_10368,8,"(3, 4)","1,2",0.118978
scene_14875,8,"(0, 1)","1,2",0.080892
scene_13835,8,"(4, 5)","2,3",0.131326
scene_13451,7,"(4, 5)","3,4",0.110616
scene_12043,8,"(1, 2)","2,3",0.171195
scene_14220,8,"(2, 3)","1,2",0.097798
scene_12109,7,"(4, 5)","1,2",0.094516
scene_12041,7,"(2, 3)","2,3",0.145273
scene_10653,6,"(0, 1)","1,2",0.015053
scene_13740,7,"(3, 4)","2,3",0.088316
scene_13776,8,"(4, 5)","3,4",0.271021
scene_12367,6,"(3, 4)","1,2",0.060168
scene_14384,8,"(6, 7)","2,3",0.171367
scene_10655,8,"(4, 5)","2,3",0.183325
scene_11017,8,"(2, 3)","2,3",0.128775
scene_11713,7,"(4, 5)","1,2",0.243964
scene_13090,8,"(5, 6)","3,4",0.041740
scene_11574,8,"(4, 5)","2,3",0.292113
scene_11189,7,"(0, 1)","1,2",0.001246
scene_14792,7,"(1, 2)","2,3",0.168705
scene_10397,8,"(0, 1)","3,4",0.116857
scene_10578,7,"(3, 4)","2,3",0.123659
scene_11016,7,"(2, 3)","1,2",0.092737
scene_14215,8,"(6, 7)","2,3",0.046861
scene_13702,8,"(2, 3)","2,3",0.185076
scene_10502,8,"(4, 5)","3,4",0.331735
scene_11911,7,"(2, 3)","1,2",0.099064
scene_13940,7,"(1, 2)","2,3",0.157089
scene_13421,6,"(1, 2)","2,3",0.013460
scene_10435,7,"(4, 5)","2,3",0.127929
scene_14110,7,"(4, 5)","1,2",0.238072
scene_12110,8,"(3, 4)","3,4",0.137985
scene_14694,7,"(4, 5)","2,3",0.238455
scene_14261,7,"(0, 1)","2,3",0.056474
scene_13599,8,"(0, 1)","2,3",0.079670
scene_11415,8,"(0, 1)","3,4",0.116240
scene_14971,7,"(1, 2)","1,2",0.139130
scene_13593,7,"(5, 6)","1,2",0.188206
scene_14406,8,"(2, 3)","2,3",0.057963
scene_12485,8,"(6, 7)","2,3",0.163125
scene_11394,8,"(3, 4)","1,2",0.152607
scene_10836,8,"(4, 5)","1,2",0.078625
scene_11903,8,"(3, 4)","2,3",0.131525
scene_11984,7,"(1, 2)","1,2",0.133634
scene_14240,8,"(4, 5)","1,2",0.178620
scene_11801,8,"(4, 5)","2,3",0.103780
scene_14073,7,"(1, 2)","1,2",0.116786
scene_14181,7,"(2, 3)","2,3",0.153106
scene_10298,7,"(4, 5)","2,3",0.215115
scene_14206,8,"(2, 3)","2,3",0.280990
scene_11219,8,"(1, 2)","1,5",0.252847
scene_12928,8,"(3, 4)","1,2",0.166034
scene_11004,8,"(4, 5)","2,3",0.168279
scene_11979,8,"(5, 6)","4,5",0.140460
scene_13795,8,"(6, 7)","2,3",0.094882
scene_12630,8,"(2, 3)","2,3",0.108466
scene_11187,8,"(4, 5)","1,8",0.074496
scene_12956,7,"(2, 3)","2,3",0.135870
scene_12569,8,"(4, 5)","2,3",0.150527
scene_12040,8,"(6, 7)","1,2",0.143651
scene_10124,8,"(4, 5)","2,5",0.124654
scene_13070,8,"(4, 5)","1,2",0.192668
scene_13185,7,"(3, 4)","2,3",0.202910
scene_13048,7,"(5, 6)","2,3",0.145363
scene_12344,8,"(4, 5)","2,3",0.053260
scene_10864,8,"(2, 3)","2,3",0.224949
scene_12668,8,"(3, 4)","2,3",0.051325
scene_11085,8,"(6, 7)","2,3",0.092622
scene_12363,8,"(0, 1)","2,3",0.109075
scene_12628,7,"(2, 3)","2,3",0.204225
scene_13450,7,"(2, 3)","3,4",0.210362
scene_10332,8,"(5, 6)","2,3",0.115854
scene_10116,8,"(0, 1)","2,3",0.094667
scene_13296,8,"(3, 4)","1,2",0.160124
scene_14664,7,"(4, 5)","2,3",0.201382
scene_11383,7,"(2, 3)","1,2",0.189233
scene_13405,7,"(5, 6)","3,4",0.037105
scene_14762,8,"(6, 7)","1,6",0.198001
scene_13657,8,"(5, 6)","2,5",0.089359
scene_14324,8,"(5, 6)","1,2",0.052144
scene_13367,7,"(0, 1)","2,3",0.002924
scene_12379,8,"(4, 5)","2,3",0.253610
scene_12425,8,"(3, 4)","2,3",0.126478
scene_10691,8,"(2, 3)","2,3",0.261679
scene_12626,7,"(5, 6)","1,2",0.040400
scene_12059,8,"(6, 7)","2,3",0.141849
scene_13216,7,"(4, 5)","2,3",0.053164
scene_14037,8,"(4, 5)","3,4",0.092055
scene_12517,8,"(1, 2)","2,3",0.311791
scene_13323,8,"(5, 6)","3,4",0.082853
scene_12561,7,"(0, 1)","2,3",0.050120
scene_10513,7,"(4, 5)","1,2",0.265150
scene_13000,7,"(3, 4)","1,2",0.263002
scene_12257,8,"(1, 2)","2,3",0.117848
scene_12602,8,"(4, 5)","1,2",0.213226
scene_10805,8,"(5, 6)","1,2",0.191983
scene_13698,8,"(5, 6)","3,4",0.131413
scene_12960,8,"(4, 5)","2,3",0.143751
scene_14083,8,"(6, 7)","3,4",0.050918
scene_12126,8,"(6, 7)","1,2",0.125959
scene_11418,8,"(3, 4)","2,3",0.140577
scene_10924,8,"(1, 2)","2,3",0.084651
scene_11322,8,"(6, 7)","1,2",0.051145
scene_14121,7,"(5, 6)","3,4",0.121339
scene_10675,8,"(1, 2)","3,4",0.137883
scene_11246,8,"(0, 1)","2,3",0.063184
scene_13352,8,"(4, 5)","2,3",0.108144
scene_12123,6,"(0, 1)","1,2",0.001857
scene_10509,8,"(1, 2)","2,3",0.174888
scene_14585,7,"(0, 1)","2,3",0.000909
scene_14510,8,"(3, 4)","1,2",0.129979
scene_14292,8,"(2, 3)","1,2",0.156301
scene_13231,7,"(3, 4)","1,2",0.131608
scene_10746,8,"(1, 2)","2,3",0.145375
scene_12408,7,"(3, 4)","2,3",0.188579
scene_12621,7,"(5, 6)","2,3",0.108097
scene_13610,8,"(1, 2)","1,5",0.105275
scene_10526,8,"(3, 4)","2,3",0.182237
scene_11412,8,"(4, 5)","1,2",0.051677
scene_12120,7,"(4, 5)","3,4",0.143204
scene_12787,8,"(3, 4)","1,2",0.133886
scene_11909,7,"(5, 6)","0,1",0.155248
scene_11844,7,"(5, 6)","2,3",0.102545
scene_12872,7,"(0, 1)","2,3",0.000865
scene_12632,8,"(5, 6)","2,3",0.118838
scene_11299,7,"(1, 2)","2,3",0.135796
scene_10514,7,"(4, 5)","3,4",0.082519
scene_13956,8,"(1, 2)","2,3",0.087236
scene_13933,8,"(4, 5)","1,2",0.216711
scene_11678,7,"(2, 3)","2,3",0.088300
scene_13171,7,"(5, 6)","2,3",0.187891
scene_12154,6,"(3, 4)","2,3",0.079204
scene_13005,8,"(4, 5)","2,3",0.103175
scene_12896,7,"(3, 4)","1,4",0.122324
scene_14620,7,"(2, 3)","2,3",0.141995
scene_13254,8,"(1, 2)","2,3",0.112144
scene_10353,8,"(3, 4)","4,5",0.186843
scene_12879,7,"(4, 5)","2,3",0.077462
scene_10532,7,"(2, 3)","2,3",0.100294
scene_12260,8,"(4, 5)","1,2",0.246399
scene_11915,7,"(2, 3)","2,3",0.067884
scene_11512,7,"(5, 6)","2,3",0.073866
scene_12345,8,"(6, 7)","2,3",0.181021
scene_13036,8,"(6, 7)","1,6",0.093211
scene_11479,7,"(5, 6)","2,3",0.122577
scene_14537,7,"(5, 6)","1,2",0.059228
scene_13344,7,"(5, 6)","1,2",0.090286
scene_10970,7,"(5, 6)","3,4",0.064419
scene_13533,7,"(2, 3)","1,6",0.122346
scene_14288,8,"(4, 5)","1,2",0.158735
scene_10498,8,"(3, 4)","2,3",0.201942
scene_13547,8,"(1, 2)","1,2",0.244144
scene_12084,8,"(1, 2)","2,3",0.122218
scene_11481,8,"(2, 3)","2,3",0.213576
scene_14975,7,"(4, 5)","2,3",0.100933
scene_14107,8,"(2, 3)","2,3",0.084744
scene_14990,7,"(1, 2)","2,3",0.072385
scene_11229,7,"(2, 3)","2,3",0.080106
scene_11190,8,"(6, 7)","2,3",0.050415
scene_12221,7,"(2, 3)","1,6",0.183735
scene_12253,8,"(5, 6)","3,4",0.143231
scene_10265,7,"(1, 2)","2,3",0.169007
scene_14234,8,"(5, 6)","2,3",0.165602
scene_12737,7,"(5, 6)","1,2",0.037581
scene_11310,6,"(3, 4)","1,2",0.073070
scene_12795,7,"(2, 3)","1,2",0.111862
scene_10359,8,"(3, 4)","2,3",0.214509
scene_11824,7,"(2, 3)","1,2",0.076811
scene_10708,8,"(4, 5)","2,3",0.160049
scene_13313,7,"(5, 6)","1,2",0.226070
scene_13316,8,"(2, 3)","2,3",0.132795
scene_13781,8,"(2, 3)","2,3",0.197367
scene_10503,7,"(0, 1)","1,2",0.036618
scene_14692,7,"(4, 5)","2,3",0.118502
scene_14346,7,"(5, 6)","1,5",0.112917
scene_14321,7,"(4, 5)","2,3",0.047339
scene_11170,7,"(3, 4)","2,3",0.124959
scene_12507,8,"(3, 4)","2,3",0.121742
scene_10879,7,"(2, 3)","1,2",0.134496
scene_11828,7,"(1, 2)","2,3",0.116056
scene_11067,8,"(2, 3)","3,4",0.114835
scene_14700,7,"(0, 1)","2,3",0.338273
scene_14807,8,"(2, 3)","2,3",0.210182
scene_14057,6,"(0, 1)","4,5",0.035680
scene_11586,8,"(2, 3)","2,3",0.186836
scene_12121,8,"(3, 4)","1,2",0.175125
scene_14625,8,"(5, 6)","2,3",0.069175
scene_14315,7,"(2, 3)","2,3",0.219226
scene_10106,7,"(5, 6)","2,3",0.153451
scene_10465,7,"(3, 4)","2,3",0.099110
scene_14953,8,"(1, 2)","2,3",0.124856
scene_13538,7,"(1, 2)","2,3",0.114577
scene_12661,8,"(6, 7)","1,2",0.054295
scene_11288,7,"(4, 5)","2,3",0.081425
scene_14495,8,"(2, 3)","2,3",0.261620
scene_14767,8,"(4, 5)","2,3",0.082812
scene_12169,7,"(5, 6)","1,2",0.131181
scene_13099,7,"(2, 3)","2,3",0.245158
scene_14539,8,"(1, 2)","1,2",0.094041
scene_13308,8,"(0, 1)","1,5",0.100399
scene_13057,8,"(4, 5)","1,2",0.151600
scene_11524,8,"(5, 6)","1,2",0.235831
scene_13778,8,"(4, 5)","2,3",0.129449
scene_13295,8,"(1, 2)","1,2",0.136859
scene_12783,8,"(1, 2)","1,2",0.081641
scene_10629,7,"(0, 1)","1,2",0.024752
scene_13290,7,"(5, 6)","1,6",0.042769
scene_10132,7,"(4, 5)","1,4",0.188732
scene_12324,8,"(1, 2)","2,3",0.290182
scene_11569,8,"(5, 6)","1,2",0.177404
scene_11484,6,"(1, 2)","2,5",0.033738
scene_11501,8,"(0, 1)","1,2",0.052572
scene_12643,7,"(0, 1)","1,2",0.001062
scene_10967,7,"(3, 4)","2,3",0.088351
scene_10275,7,"(2, 3)","1,2",0.181597
scene_14075,7,"(5, 6)","1,5",0.043232
scene_10142,8,"(3, 4)","2,6",0.209204
scene_11795,8,"(0, 1)","3,4",0.066594
scene_13457,7,"(5, 6)","2,3",0.243498
scene_12489,8,"(6, 7)","1,2",0.107764
scene_14211,8,"(1, 2)","1,2",0.280997
scene_13652,7,"(0, 1)","2,3",0.063730
scene_10656,8,"(4, 5)","2,3",0.104521
scene_12784,7,"(1, 2)","1,2",0.150413
scene_12102,8,"(3, 4)","2,3",0.151831
scene_14796,7,"(5, 6)","2,3",0.112176
scene_11664,8,"(3, 4)","1,2",0.178612
scene_12612,7,"(3, 4)","3,4",0.178831
scene_12751,8,"(5, 6)","2,3",0.119305
scene_10307,7,"(1, 2)","2,3",0.086065
scene_10234,7,"(2, 3)","1,2",0.199248
scene_13731,8,"(2, 3)","2,3",0.145234
scene_13925,8,"(2, 3)","2,3",0.108336
scene_11782,6,"(0, 1)","3,4",0.042186
scene_13919,8,"(6, 7)","2,3",0.077390
scene_11445,8,"(0, 1)","2,3",0.092417
scene_13415,8,"(5, 6)","1,2",0.046607
scene_11832,7,"(4, 5)","2,3",0.125685
scene_11440,6,"(1, 2)","2,3",0.046576
scene_11819,8,"(4, 5)","2,3",0.245394
scene_12827,8,"(5, 6)","1,7",0.150453
scene_10683,7,"(5, 6)","2,3",0.104435
scene_11746,7,"(0, 1)","1,2",0.032980
scene_12941,8,"(1, 2)","1,4",0.055824
scene_14906,8,"(3, 4)","1,2",0.174804
scene_14598,8,"(6, 7)","2,3",0.185436
scene_11256,7,"(1, 2)","2,3",0.165055
scene_11211,8,"(0, 1)","2,3",0.179819
scene_13961,8,"(6, 7)","2,3",0.041242
scene_13892,7,"(3, 4)","1,2",0.193090
scene_10327,8,"(6, 7)","1,4",0.104803
scene_13134,8,"(3, 4)","3,4",0.064884
scene_11316,7,"(1, 2)","2,3",0.064263
scene_11204,8,"(5, 6)","1,2",0.068248
scene_12235,8,"(6, 7)","2,3",0.166991
scene_10740,8,"(2, 3)","3,4",0.171631
scene_13353,8,"(0, 1)","2,3",0.082470
scene_13431,8,"(0, 1)","2,3",0.076889
scene_13983,7,"(2, 3)","2,3",0.107876
scene_11739,8,"(4, 5)","2,3",0.085836
scene_10338,8,"(4, 5)","3,4",0.113379
scene_14494,7,"(0, 1)","2,3",0.014853
scene_12127,7,"(2, 3)","1,2",0.299945
scene_14698,8,"(2, 3)","2,3",0.067533
scene_13433,8,"(3, 4)","1,2",0.068980
scene_12836,7,"(5, 6)","2,3",0.161221
scene_14611,7,"(4, 5)","2,3",0.104259
scene_14524,6,"(4, 5)","1,2",0.067940
scene_13602,6,"(3, 4)","2,3",0.076773
scene_13987,8,"(1, 2)","1,2",0.122586
scene_14028,8,"(6, 7)","2,3",0.103703
scene_11639,8,"(4, 5)","3,4",0.155197
scene_11790,8,"(3, 4)","2,3",0.191067
scene_11508,7,"(2, 3)","4,5",0.104570
scene_10510,8,"(1, 2)","2,3",0.153342
scene_13516,8,"(6, 7)","5,6",0.237612
scene_14071,7,"(0, 1)","1,2",0.031312
scene_12686,8,"(2, 3)","1,2",0.131440
scene_13073,7,"(1, 2)","2,3",0.210843
scene_14636,8,"(5, 6)","1,2",0.083540
scene_11172,8,"(3, 4)","1,2",0.144736
scene_10783,8,"(5, 6)","3,4",0.134889
scene_12650,8,"(2, 3)","3,4",0.206407
scene_10149,8,"(5, 6)","2,3",0.093389
scene_11038,6,"(1, 2)","2,3",0.040905
scene_14619,7,"(0, 1)","2,3",0.048155
scene_12225,7,"(5, 6)","3,4",0.194657
scene_14520,8,"(2, 3)","2,3",0.211050
scene_12112,8,"(6, 7)","2,3",0.038183
scene_13236,8,"(2, 3)","2,3",0.207359
scene_14794,7,"(4, 5)","2,3",0.070749
scene_10171,8,"(5, 6)","3,4",0.192456
scene_13143,7,"(1, 2)","3,4",0.066322
scene_10179,8,"(1, 2)","1,6",0.086991
scene_10826,8,"(4, 5)","2,3",0.121989
scene_14334,6,"(3, 4)","3,4",0.097161
scene_14076,7,"(3, 4)","2,3",0.228645
scene_11875,8,"(4, 5)","2,3",0.132458
scene_12934,7,"(2, 3)","1,2",0.090835
scene_13801,6,"(0, 1)","1,2",0.033089
scene_14805,8,"(3, 4)","1,2",0.132773
scene_10747,8,"(5, 6)","2,3",0.191511
scene_12588,7,"(0, 1)","2,3",0.034864
scene_14141,7,"(1, 2)","3,4",0.138523
scene_12850,7,"(1, 2)","1,2",0.103402
scene_11904,8,"(3, 4)","2,3",0.118432
scene_12806,8,"(2, 3)","2,3",0.190069
scene_14838,8,"(1, 2)","1,2",0.089227
scene_13841,8,"(0, 1)","2,3",0.171068
scene_14199,6,"(2, 3)","1,2",0.121445
scene_12237,8,"(3, 4)","2,3",0.181145
scene_13904,8,"(1, 2)","1,2",0.137359
scene_10181,7,"(3, 4)","2,3",0.069292
scene_10547,8,"(6, 7)","2,3",0.183845
scene_11362,7,"(2, 3)","1,2",0.331564
