scenario,seq_len,ground_truth,answer,lpips,seq_lpips
scene_12370,8,True,no,0.148650,0.216385
scene_11088,8,False,no,0.130535,0.272418
scene_11944,8,False,no,0.271428,0.248757
scene_13064,8,True,yes,0.135977,0.244119
scene_13117,7,True,no,0.054475,0.180817
scene_14909,7,True,yes,0.204043,0.168077
scene_11261,8,True,yes,0.207052,0.326899
scene_14129,8,False,no,0.118181,0.185063
scene_12765,7,True,no,0.215471,0.267977
scene_10449,7,False,no,0.177790,0.257609
scene_11357,8,False,no,0.105482,0.189409
scene_11509,7,True,no,0.242837,0.275531
scene_10068,8,True,no,0.076512,0.136415
scene_11946,8,True,no,0.269763,0.278421
scene_11228,8,True,yes,0.115272,0.250547
scene_12306,6,True,no,0.056028,0.168858
scene_14996,7,False,no,0.160857,0.191564
scene_12181,6,True,no,0.072541,0.099224
scene_12088,8,False,yes,0.080592,0.224137
scene_12078,7,False,no,0.165011,0.205797
scene_11378,8,True,yes,0.229340,0.191193
scene_13667,8,False,no,0.122458,0.200697
scene_13951,7,False,no,0.101342,0.163133
scene_14630,7,False,yes,0.202408,0.189239
scene_11610,6,True,yes,0.143807,0.118811
scene_14237,8,True,yes,0.093354,0.270975
scene_14609,8,False,no,0.075385,0.180127
scene_14301,8,True,yes,0.163097,0.255645
scene_12951,8,False,no,0.164400,0.245304
scene_13791,8,False,no,0.107653,0.262667
scene_13597,7,False,yes,0.159801,0.205766
scene_14263,8,False,yes,0.069989,0.125693
scene_10611,8,False,no,0.328667,0.297269
scene_13945,7,False,no,0.061993,0.136483
scene_12128,7,True,no,0.074002,0.140755
scene_11941,8,True,no,0.129857,0.235646
scene_13799,7,True,yes,0.018888,0.174304
scene_14719,6,True,no,0.138508,0.102520
scene_14848,8,True,no,0.092600,0.239278
scene_12676,7,False,no,0.086577,0.137618
scene_10164,8,False,no,0.118819,0.229278
scene_12049,7,False,no,0.157065,0.251304
scene_11645,7,False,no,0.304924,0.335804
scene_12086,8,False,no,0.119728,0.315132
scene_14284,8,False,no,0.107006,0.158725
scene_13942,7,True,no,0.061184,0.239687
scene_14059,7,False,no,0.048216,0.288180
scene_11498,7,False,no,0.090590,0.142357
scene_14344,8,True,no,0.322767,0.380554
scene_12970,8,True,yes,0.121011,0.228970
scene_11529,7,False,no,0.154585,0.192645
scene_11614,7,False,no,0.103816,0.167690
scene_12722,8,True,no,0.241126,0.242573
scene_10528,7,False,no,0.082204,0.135787
scene_10487,6,False,no,0.160803,0.162278
scene_12503,8,True,yes,0.230910,0.229638
scene_14047,8,False,yes,0.085884,0.201273
scene_13760,8,False,no,0.209293,0.184672
scene_13234,8,True,no,0.160171,0.140524
scene_11845,7,False,no,0.149830,0.356660
scene_12066,8,True,no,0.152663,0.264800
scene_14596,5,True,no,0.048379,0.096136
scene_13641,8,False,no,0.110599,0.205586
scene_11183,8,True,no,0.150095,0.192659
scene_14653,8,False,no,0.143079,0.213618
scene_11485,7,True,no,0.000779,0.207306
scene_10798,8,True,no,0.093593,0.262901
scene_12302,7,False,no,0.090390,0.139083
scene_12336,7,True,no,0.133739,0.180628
scene_10209,7,True,no,0.115050,0.181202
scene_13385,7,False,yes,0.196769,0.162206
scene_13790,7,False,yes,0.063774,0.200678
scene_12679,8,True,no,0.137964,0.216554
scene_11652,7,True,yes,0.094385,0.121937
scene_13833,6,False,yes,0.046767,0.239314
scene_14781,8,False,no,0.075915,0.185657
scene_10549,8,False,no,0.200115,0.245068
scene_11766,7,False,yes,0.170849,0.199763
scene_10441,7,False,no,0.108634,0.142438
scene_14269,7,False,no,0.065372,0.155915
scene_14348,8,False,no,0.158501,0.221223
scene_14904,7,False,no,0.088962,0.115533
scene_11928,8,True,no,0.098824,0.182288
scene_12680,7,True,no,0.112193,0.150574
scene_12448,7,False,no,0.169125,0.212473
scene_12028,8,False,yes,0.111596,0.301377
scene_11153,8,True,no,0.061474,0.201896
scene_12721,8,False,no,0.107564,0.194998
scene_10199,5,True,no,0.040984,0.050012
scene_13579,8,False,no,0.089172,0.196789
scene_12390,8,True,no,0.088450,0.214162
scene_13615,7,False,no,0.107052,0.203568
scene_13977,8,True,no,0.121338,0.212007
scene_13162,6,False,no,0.051675,0.089533
scene_14534,8,False,no,0.132804,0.254561
scene_11611,8,True,no,0.141709,0.173949
scene_10368,8,True,yes,0.118978,0.203668
scene_14875,8,True,no,0.080892,0.149345
scene_13835,8,True,no,0.131326,0.212497
scene_13451,7,False,yes,0.110616,0.166893
scene_12043,8,False,no,0.171195,0.254310
scene_14220,8,True,yes,0.097798,0.283707
scene_12109,7,True,no,0.094516,0.183644
scene_12041,7,False,no,0.145273,0.144542
scene_10653,6,True,yes,0.015053,0.133508
scene_13740,7,False,no,0.088316,0.133320
scene_13776,8,True,no,0.271021,0.350173
scene_12367,6,True,no,0.060168,0.107492
scene_14384,8,True,yes,0.171367,0.267893
scene_10655,8,False,no,0.183325,0.256632
scene_11017,8,False,no,0.128775,0.220011
scene_11713,7,False,no,0.243964,0.243924
scene_13090,8,True,no,0.041740,0.205868
scene_11574,8,False,no,0.292113,0.338033
scene_11189,7,False,no,0.001246,0.155404
scene_14792,7,False,no,0.168705,0.196845
scene_10397,8,True,yes,0.116857,0.284966
scene_10578,7,True,no,0.123659,0.168812
scene_11016,7,False,no,0.092737,0.196043
scene_14215,8,True,no,0.046861,0.252080
scene_13702,8,False,yes,0.185076,0.246150
scene_10502,8,False,no,0.331735,0.391338
scene_11911,7,False,yes,0.099064,0.145836
scene_13940,7,True,no,0.157089,0.222859
scene_13421,6,True,no,0.013460,0.098332
scene_10435,7,False,no,0.127929,0.144001
scene_14110,7,True,yes,0.238072,0.248160
scene_12110,8,True,yes,0.137985,0.225255
scene_14694,7,False,no,0.238455,0.273647
scene_14261,7,False,no,0.056474,0.195867
scene_13599,8,True,no,0.079670,0.307782
scene_11415,8,False,no,0.116240,0.217894
scene_14971,7,True,yes,0.139130,0.128256
scene_13593,7,True,no,0.188206,0.255186
scene_14406,8,False,no,0.057963,0.120511
scene_12485,8,False,yes,0.163125,0.389891
scene_11394,8,True,no,0.152607,0.185101
scene_10836,8,False,no,0.078625,0.138335
scene_11903,8,True,no,0.131525,0.188703
scene_11984,7,False,no,0.133634,0.218860
scene_14240,8,False,no,0.178620,0.310494
scene_11801,8,True,yes,0.103780,0.186904
scene_14073,7,False,no,0.116786,0.168457
scene_14181,7,False,no,0.153106,0.207872
scene_10298,7,False,no,0.215115,0.204977
scene_14206,8,True,no,0.280990,0.357413
scene_11219,8,False,no,0.252847,0.302920
scene_12928,8,False,no,0.166034,0.224059
scene_11004,8,False,no,0.168279,0.287232
scene_11979,8,False,yes,0.140460,0.209906
scene_13795,8,True,no,0.094882,0.246085
scene_12630,8,False,no,0.108466,0.200847
scene_11187,8,False,no,0.074496,0.171215
scene_12956,7,False,no,0.135870,0.216298
scene_12569,8,False,yes,0.150527,0.191209
scene_12040,8,False,no,0.143651,0.237039
scene_10124,8,False,no,0.124654,0.273703
scene_13070,8,False,yes,0.192668,0.242942
scene_13185,7,False,yes,0.202910,0.222005
scene_13048,7,False,no,0.145363,0.195148
scene_12344,8,True,no,0.053260,0.101134
scene_10864,8,False,no,0.224949,0.255729
scene_12668,8,True,no,0.051325,0.087991
scene_11085,8,True,yes,0.092622,0.290856
scene_12363,8,True,no,0.109075,0.169720
scene_12628,7,False,yes,0.204225,0.291647
scene_13450,7,False,no,0.210362,0.192764
scene_10332,8,False,no,0.115854,0.203234
scene_10116,8,True,yes,0.094667,0.223147
scene_13296,8,False,no,0.160124,0.279319
scene_14664,7,True,no,0.201382,0.254708
scene_11383,7,True,no,0.189233,0.222211
scene_13405,7,True,no,0.037105,0.190688
scene_14762,8,False,no,0.198001,0.170809
scene_13657,8,False,yes,0.089359,0.172133
scene_14324,8,False,no,0.052144,0.144869
scene_13367,7,False,no,0.002924,0.230343
scene_12379,8,True,yes,0.253610,0.376617
scene_12425,8,False,no,0.126478,0.165969
scene_10691,8,False,no,0.261679,0.230674
scene_12626,7,False,no,0.040400,0.097974
scene_12059,8,True,no,0.141849,0.263395
scene_13216,7,True,no,0.053164,0.146251
scene_14037,8,True,no,0.092055,0.192890
scene_12517,8,True,no,0.311791,0.281711
scene_13323,8,True,no,0.082853,0.187546
scene_12561,7,False,no,0.050120,0.215625
scene_10513,7,False,no,0.265150,0.296811
scene_13000,7,True,no,0.263002,0.287238
scene_12257,8,False,no,0.117848,0.181938
scene_12602,8,False,no,0.213226,0.261801
scene_10805,8,False,no,0.191983,0.270312
scene_13698,8,False,no,0.131413,0.213160
scene_12960,8,False,no,0.143751,0.254389
scene_14083,8,False,no,0.050918,0.164403
scene_12126,8,False,no,0.125959,0.172071
scene_11418,8,False,no,0.140577,0.221375
scene_10924,8,True,no,0.084651,0.108096
scene_11322,8,False,yes,0.051145,0.170872
scene_14121,7,True,no,0.121339,0.177713
scene_10675,8,False,no,0.137883,0.276911
scene_11246,8,True,yes,0.063184,0.201464
scene_13352,8,True,yes,0.108144,0.202350
scene_12123,6,True,no,0.001857,0.062606
scene_10509,8,False,yes,0.174888,0.254686
scene_14585,7,True,no,0.000909,0.132918
scene_14510,8,True,no,0.129979,0.252410
scene_14292,8,True,no,0.156301,0.238212
scene_13231,7,False,no,0.131608,0.173684
scene_10746,8,False,no,0.145375,0.382401
scene_12408,7,False,no,0.188579,0.273401
scene_12621,7,False,no,0.108097,0.187263
scene_13610,8,True,no,0.105275,0.152303
scene_10526,8,False,no,0.182237,0.271070
scene_11412,8,True,no,0.051677,0.150251
scene_12120,7,False,no,0.143204,0.203463
scene_12787,8,False,no,0.133886,0.258412
scene_11909,7,False,yes,0.155248,0.244585
scene_11844,7,False,no,0.102545,0.186485
scene_12872,7,False,no,0.000865,0.133024
scene_12632,8,True,yes,0.118838,0.223602
scene_11299,7,False,no,0.135796,0.185910
scene_10514,7,True,no,0.082519,0.224277
scene_13956,8,False,yes,0.087236,0.273793
scene_13933,8,False,yes,0.216711,0.284369
scene_11678,7,True,no,0.088300,0.091713
scene_13171,7,True,no,0.187891,0.330495
scene_12154,6,False,no,0.079204,0.100941
scene_13005,8,False,yes,0.103175,0.189122
scene_12896,7,False,no,0.122324,0.178642
scene_14620,7,False,no,0.141995,0.228528
scene_13254,8,True,yes,0.112144,0.211256
scene_10353,8,True,no,0.186843,0.241576
scene_12879,7,False,no,0.077462,0.153057
scene_10532,7,False,yes,0.100294,0.153189
scene_12260,8,False,yes,0.246399,0.272091
scene_11915,7,False,no,0.067884,0.159986
scene_11512,7,False,yes,0.073866,0.165622
scene_12345,8,True,no,0.181021,0.280423
scene_13036,8,False,no,0.093211,0.189615
scene_11479,7,True,no,0.122577,0.198543
scene_14537,7,False,no,0.059228,0.178594
scene_13344,7,True,yes,0.090286,0.168644
scene_10970,7,False,no,0.064419,0.165008
scene_13533,7,True,yes,0.122346,0.157503
scene_14288,8,True,no,0.158735,0.256326
scene_10498,8,True,yes,0.201942,0.254354
scene_13547,8,True,yes,0.244144,0.203697
scene_12084,8,True,no,0.122218,0.131195
scene_11481,8,True,yes,0.213576,0.338352
scene_14975,7,False,no,0.100933,0.132958
scene_14107,8,True,no,0.084744,0.188248
scene_14990,7,True,yes,0.072385,0.266054
scene_11229,7,False,no,0.080106,0.183105
scene_11190,8,False,no,0.050415,0.151480
scene_12221,7,True,no,0.183735,0.267618
scene_12253,8,True,no,0.143231,0.187861
scene_10265,7,False,no,0.169007,0.187461
scene_14234,8,False,no,0.165602,0.276694
scene_12737,7,False,no,0.037581,0.103241
scene_11310,6,False,no,0.073070,0.107068
scene_12795,7,False,no,0.111862,0.118517
scene_10359,8,False,no,0.214509,0.299076
scene_11824,7,True,no,0.076811,0.177689
scene_10708,8,False,no,0.160049,0.282245
scene_13313,7,True,no,0.226070,0.232925
scene_13316,8,True,no,0.132795,0.195494
scene_13781,8,True,no,0.197367,0.202217
scene_10503,7,False,no,0.036618,0.187531
scene_14692,7,True,no,0.118502,0.198244
scene_14346,7,True,no,0.112917,0.191074
scene_14321,7,False,no,0.047339,0.114322
scene_11170,7,True,no,0.124959,0.192237
scene_12507,8,True,no,0.121742,0.189933
scene_10879,7,False,no,0.134496,0.161987
scene_11828,7,False,no,0.116056,0.229013
scene_11067,8,False,no,0.114835,0.192215
scene_14700,7,False,no,0.338273,0.277259
scene_14807,8,False,no,0.210182,0.296431
scene_14057,6,False,no,0.035680,0.188564
scene_11586,8,True,no,0.186836,0.311534
scene_12121,8,True,no,0.175125,0.185012
scene_14625,8,False,no,0.069175,0.224971
scene_14315,7,False,no,0.219226,0.322226
scene_10106,7,True,no,0.153451,0.230650
scene_10465,7,True,no,0.099110,0.138471
scene_14953,8,True,yes,0.124856,0.182673
scene_13538,7,False,yes,0.114577,0.162648
scene_12661,8,True,no,0.054295,0.119578
scene_11288,7,False,no,0.081425,0.119846
scene_14495,8,False,no,0.261620,0.269412
scene_14767,8,True,yes,0.082812,0.165916
scene_12169,7,True,no,0.131181,0.172847
scene_13099,7,False,no,0.245158,0.166601
scene_14539,8,False,no,0.094041,0.291910
scene_13308,8,False,no,0.100399,0.187576
scene_13057,8,False,no,0.151600,0.281530
scene_11524,8,False,no,0.235831,0.273386
scene_13778,8,True,no,0.129449,0.206733
scene_13295,8,False,no,0.136859,0.295965
scene_12783,8,True,no,0.081641,0.176996
scene_10629,7,False,yes,0.024752,0.174392
scene_13290,7,True,no,0.042769,0.112047
scene_10132,7,False,no,0.188732,0.251607
scene_12324,8,True,no,0.290182,0.231199
scene_11569,8,False,yes,0.177404,0.302553
scene_11484,6,False,yes,0.033738,0.180761
scene_11501,8,True,no,0.052572,0.110491
scene_12643,7,False,no,0.001062,0.308924
scene_10967,7,True,no,0.088351,0.122610
scene_10275,7,True,no,0.181597,0.158038
scene_14075,7,True,no,0.043232,0.129601
scene_10142,8,False,no,0.209204,0.317443
scene_11795,8,False,no,0.066594,0.144958
scene_13457,7,True,no,0.243498,0.357291
scene_12489,8,True,no,0.107764,0.258905
scene_14211,8,True,no,0.280997,0.277930
scene_13652,7,True,no,0.063730,0.204474
scene_10656,8,True,yes,0.104521,0.213008
scene_12784,7,True,no,0.150413,0.155807
scene_12102,8,True,no,0.151831,0.259798
scene_14796,7,False,no,0.112176,0.191829
scene_11664,8,True,no,0.178612,0.233530
scene_12612,7,True,no,0.178831,0.241279
scene_12751,8,True,no,0.119305,0.235939
scene_10307,7,True,no,0.086065,0.110138
scene_10234,7,True,no,0.199248,0.262412
scene_13731,8,True,yes,0.145234,0.283396
scene_13925,8,True,no,0.108336,0.142604
scene_11782,6,False,no,0.042186,0.180158
scene_13919,8,True,no,0.077390,0.279260
scene_11445,8,True,no,0.092417,0.259410
scene_13415,8,False,no,0.046607,0.169015
scene_11832,7,False,no,0.125685,0.235371
scene_11440,6,True,yes,0.046576,0.099208
scene_11819,8,True,yes,0.245394,0.333221
scene_12827,8,True,yes,0.150453,0.237046
scene_10683,7,True,no,0.104435,0.133331
scene_11746,7,False,no,0.032980,0.183607
scene_12941,8,True,no,0.055824,0.179707
scene_14906,8,True,yes,0.174804,0.280737
scene_14598,8,True,no,0.185436,0.261669
scene_11256,7,False,yes,0.165055,0.221278
scene_11211,8,True,no,0.179819,0.317342
scene_13961,8,True,no,0.041242,0.191346
scene_13892,7,False,no,0.193090,0.240949
scene_10327,8,True,yes,0.104803,0.220252
scene_13134,8,False,yes,0.064884,0.191572
scene_11316,7,False,no,0.064263,0.248155
scene_11204,8,False,no,0.068248,0.171685
scene_12235,8,False,no,0.166991,0.263850
scene_10740,8,False,no,0.171631,0.269793
scene_13353,8,False,no,0.082470,0.191830
scene_13431,8,True,no,0.076889,0.319454
scene_13983,7,False,no,0.107876,0.147587
scene_11739,8,False,no,0.085836,0.213554
scene_10338,8,False,no,0.113379,0.227399
scene_14494,7,True,yes,0.014853,0.188252
scene_12127,7,True,no,0.299945,0.259885
scene_14698,8,False,no,0.067533,0.153439
scene_13433,8,False,no,0.068980,0.165377
scene_12836,7,False,no,0.161221,0.220389
scene_14611,7,True,no,0.104259,0.237690
scene_14524,6,False,yes,0.067940,0.138425
scene_13602,6,True,no,0.076773,0.165080
scene_13987,8,True,no,0.122586,0.266826
scene_14028,8,False,no,0.103703,0.166511
scene_11639,8,False,no,0.155197,0.250491
scene_11790,8,False,yes,0.191067,0.296320
scene_11508,7,True,no,0.104570,0.175820
scene_10510,8,True,yes,0.153342,0.212763
scene_13516,8,True,no,0.237612,0.373028
scene_14071,7,False,no,0.031312,0.267340
scene_12686,8,False,no,0.131440,0.220141
scene_13073,7,False,no,0.210843,0.257455
scene_14636,8,True,no,0.083540,0.209345
scene_11172,8,True,no,0.144736,0.279967
scene_10783,8,True,no,0.134889,0.199151
scene_12650,8,True,no,0.206407,0.182749
scene_10149,8,True,yes,0.093389,0.178021
scene_11038,6,False,no,0.040905,0.159812
scene_14619,7,False,no,0.048155,0.220514
scene_12225,7,True,no,0.194657,0.220407
scene_14520,8,False,yes,0.211050,0.265333
scene_12112,8,True,no,0.038183,0.239678
scene_13236,8,True,yes,0.207359,0.216484
scene_14794,7,False,no,0.070749,0.127485
scene_10171,8,False,no,0.192456,0.197684
scene_13143,7,True,no,0.066322,0.252806
scene_10179,8,True,no,0.086991,0.192166
scene_10826,8,False,no,0.121989,0.239748
scene_14334,6,True,yes,0.097161,0.103612
scene_14076,7,True,no,0.228645,0.246102
scene_11875,8,False,no,0.132458,0.251844
scene_12934,7,True,no,0.090835,0.141460
scene_13801,6,True,no,0.033089,0.099015
scene_14805,8,False,yes,0.132773,0.199072
scene_10747,8,True,yes,0.191511,0.322954
scene_12588,7,True,no,0.034864,0.148840
scene_14141,7,False,no,0.138523,0.135437
scene_12850,7,True,no,0.103402,0.163650
scene_11904,8,True,no,0.118432,0.221653
scene_12806,8,True,no,0.190069,0.260346
scene_14838,8,True,no,0.089227,0.218610
scene_13841,8,True,no,0.171068,0.286166
scene_14199,6,False,yes,0.121445,0.090595
scene_12237,8,False,no,0.181145,0.230327
scene_13904,8,False,no,0.137359,0.187273
scene_10181,7,True,no,0.069292,0.117221
scene_10547,8,False,yes,0.183845,0.243694
scene_11362,7,True,no,0.331564,0.266190
scene_13013,7,True,no,0.171957,0.254331
scene_12384,8,True,no,0.254373,0.264453
scene_13658,8,True,no,0.171967,0.250191
scene_13890,8,True,no,0.101469,0.138785
scene_12692,7,False,no,0.073398,0.156504
scene_13004,7,True,no,0.066581,0.228955
scene_10988,8,True,no,0.134352,0.169375
scene_11413,8,True,no,0.104694,0.204880
scene_10276,8,True,yes,0.283311,0.292573
scene_14582,8,False,no,0.101920,0.237618
scene_10066,7,True,no,0.103012,0.225700
scene_11039,8,False,no,0.153828,0.254923
scene_11530,8,False,no,0.243799,0.381140
scene_11585,8,False,no,0.180165,0.214925
scene_12604,8,False,no,0.046785,0.180003
scene_13172,8,False,no,0.103083,0.219432
scene_11926,7,True,no,0.054200,0.127490
scene_11600,7,False,yes,0.094967,0.159448
scene_14327,7,False,no,0.159023,0.240865
scene_12270,7,True,yes,0.076878,0.136282
scene_13194,7,False,no,0.124515,0.155454
scene_13317,8,False,no,0.052916,0.221050
scene_12229,7,False,no,0.141300,0.236919
scene_13676,8,True,no,0.095543,0.195621
scene_10277,6,False,yes,0.236897,0.198578
scene_11478,8,True,no,0.148275,0.315538
scene_12145,8,True,no,0.130920,0.219111
scene_10350,7,False,no,0.170169,0.187140
scene_12739,8,True,no,0.104207,0.231677
scene_14613,7,True,no,0.081741,0.305284
scene_14986,7,True,no,0.209479,0.203508
scene_11707,7,False,no,0.154716,0.205024
scene_12338,7,False,no,0.147354,0.199006
scene_10986,8,True,no,0.113013,0.253497
scene_11446,8,False,yes,0.109277,0.143331
scene_12519,8,True,no,0.079704,0.185226
scene_10006,6,False,no,0.208278,0.200669
scene_13408,8,False,no,0.243541,0.308225
scene_11194,7,False,no,0.213720,0.187902
scene_10589,8,False,no,0.131409,0.178607
scene_14032,7,True,no,0.113041,0.186887
scene_10991,7,True,no,0.212100,0.231470
scene_12356,8,False,no,0.093518,0.204075
scene_12111,8,True,no,0.182252,0.254170
scene_12589,7,False,yes,0.184725,0.214470
scene_10067,6,True,no,0.055211,0.103827
scene_12196,8,True,yes,0.134725,0.202110
scene_14859,8,False,no,0.120462,0.245042
scene_12048,8,True,no,0.062864,0.171050
scene_14768,4,True,no,0.032631,0.043151
scene_14804,6,True,no,0.039839,0.262573
scene_11873,7,True,yes,0.227276,0.188422
scene_12552,8,True,yes,0.148521,0.209529
scene_13950,7,True,no,0.161659,0.158912
scene_14040,8,True,no,0.177121,0.285040
scene_10977,8,True,no,0.135596,0.221864
scene_10195,8,True,no,0.105701,0.410993
scene_14731,7,False,no,0.297677,0.347513
scene_11234,5,False,yes,0.019053,0.080040
scene_10974,7,True,no,0.013546,0.175926
scene_11181,7,True,no,0.129140,0.145761
scene_10456,8,False,no,0.167537,0.252770
scene_14415,8,True,no,0.062734,0.224871
scene_12162,7,True,no,0.070993,0.118333
scene_12494,8,False,no,0.147265,0.263042
scene_13660,8,True,no,0.103177,0.195313
scene_14279,7,False,no,0.085447,0.120480
scene_10613,8,False,no,0.128395,0.175473
scene_10884,7,False,no,0.061583,0.153102
scene_13356,7,False,no,0.182559,0.217098
scene_10077,8,True,yes,0.091968,0.162141
scene_10324,8,True,no,0.097581,0.153900
scene_14113,8,False,no,0.144091,0.205769
scene_12521,7,True,yes,0.142315,0.175664
scene_11838,8,False,yes,0.233772,0.250851
scene_13156,7,True,yes,0.190230,0.217312
scene_12891,8,False,no,0.194400,0.242894
scene_14592,8,False,no,0.171834,0.268895
scene_12853,8,True,no,0.145500,0.212292
scene_11936,7,False,no,0.041749,0.200981
scene_13535,6,False,no,0.168882,0.135063
scene_10156,8,False,no,0.208397,0.224439
scene_13199,8,True,no,0.118247,0.203281
scene_10599,7,False,yes,0.194272,0.244375
scene_11374,8,True,no,0.147216,0.243786
scene_14676,8,True,no,0.160273,0.235318
scene_12929,7,False,no,0.024044,0.153972
scene_13765,7,False,no,0.181912,0.267382
scene_11306,7,False,no,0.141777,0.164693
scene_14281,8,True,no,0.116786,0.211996
scene_10920,7,False,no,0.085986,0.186607
scene_13995,8,True,no,0.123559,0.164751
scene_13475,7,False,no,0.150268,0.216115
scene_14152,7,True,no,0.161127,0.210884
scene_10966,7,True,no,0.112895,0.175635
scene_11532,8,True,no,0.172150,0.296416
scene_12057,8,True,no,0.078489,0.215605
scene_11624,8,False,no,0.236190,0.359947
scene_10218,8,False,no,0.163030,0.178407
scene_13767,7,True,no,0.138782,0.199403
scene_10109,7,False,yes,0.009871,0.191920
scene_13366,8,False,no,0.086795,0.329083
scene_11848,7,False,no,0.089739,0.160654
scene_10910,7,False,yes,0.108987,0.176161
scene_13499,8,False,yes,0.105493,0.219121
scene_14985,8,False,no,0.169842,0.257389
scene_10604,4,True,no,0.093494,0.084255
scene_13668,7,False,no,0.001039,0.144241
scene_14135,8,False,yes,0.110849,0.201625
scene_11118,7,False,yes,0.224040,0.270920
scene_14721,6,True,no,0.039733,0.138495
scene_13127,7,False,no,0.162531,0.130767
scene_10343,7,False,no,0.175477,0.144248
scene_13164,7,False,no,0.136312,0.154409
scene_14454,6,False,no,0.047385,0.093493
scene_12114,8,True,no,0.058126,0.149313
scene_12915,6,True,yes,0.056871,0.059024
scene_14265,8,True,no,0.243815,0.299789
scene_14481,7,False,no,0.117008,0.149017
scene_11521,8,True,no,0.194000,0.280802
scene_14320,8,True,no,0.096240,0.194384
scene_12627,8,False,no,0.157776,0.258550
scene_10213,8,False,no,0.243351,0.316986
scene_14751,7,True,no,0.016248,0.157387
scene_14837,8,False,no,0.087846,0.205144
scene_14282,7,False,no,0.085886,0.153798
scene_10818,8,False,no,0.148408,0.220188
scene_10664,8,False,no,0.127200,0.273622
scene_11715,8,True,no,0.331202,0.340830
scene_12161,7,True,no,0.171976,0.280240
scene_14300,7,False,no,0.159132,0.154940
scene_11565,7,True,no,0.170530,0.212218
scene_11155,6,False,no,0.264929,0.227087
scene_14159,7,True,no,0.098740,0.142492
scene_14810,7,False,no,0.118663,0.119800
scene_14741,8,False,no,0.103500,0.250754
scene_13250,6,False,no,0.066604,0.142691
scene_11507,8,True,no,0.117300,0.234040
scene_13368,8,False,no,0.083386,0.249487
scene_11922,7,False,yes,0.046210,0.137199
scene_11268,8,False,no,0.064911,0.219550
scene_14295,7,False,no,0.034017,0.181426
scene_14148,8,False,no,0.176241,0.281515
scene_10959,7,False,no,0.239724,0.238028
scene_13338,8,False,no,0.057566,0.177388
scene_13068,8,False,no,0.153108,0.223745
scene_13083,8,False,no,0.085905,0.217496
scene_11168,6,False,yes,0.047213,0.071896
scene_14980,8,False,no,0.066220,0.181596
scene_11820,8,True,no,0.167531,0.228843
scene_10973,8,False,no,0.121218,0.221099
scene_12949,8,False,no,0.196253,0.260941
scene_13840,8,True,no,0.149815,0.194297
scene_11493,7,True,no,0.183268,0.220479
scene_13566,8,False,no,0.175252,0.269856
scene_14094,8,True,yes,0.065903,0.114171
scene_14502,8,True,no,0.075456,0.197273
scene_13560,7,True,yes,0.058838,0.219143
scene_10679,8,False,no,0.083684,0.218051
scene_13713,7,True,no,0.001908,0.222768
scene_13160,7,True,no,0.025977,0.129397
scene_14046,8,True,no,0.142979,0.247691
scene_10741,8,False,no,0.090887,0.269238
scene_10665,8,True,no,0.190876,0.257799
scene_10632,7,True,no,0.172434,0.214622
scene_11544,8,True,no,0.062735,0.107816
scene_13626,8,True,no,0.121054,0.207730
scene_10537,6,False,no,0.077154,0.117751
scene_13395,7,False,yes,0.185786,0.139218
scene_14130,8,True,no,0.088632,0.292993
scene_11380,7,True,yes,0.032886,0.306261
scene_14654,7,False,no,0.120634,0.157337
scene_13312,7,True,no,0.040202,0.222870
scene_13217,7,False,no,0.204101,0.260875
scene_13027,7,False,no,0.105260,0.137401
scene_12211,7,True,no,0.099597,0.232931
scene_13159,8,True,no,0.081429,0.174772
scene_12080,8,False,no,0.041954,0.179635
scene_14759,8,False,no,0.177165,0.187710
scene_13932,8,False,no,0.097906,0.316202
scene_10316,7,False,no,0.057242,0.106708
scene_14475,7,False,yes,0.031099,0.296865
scene_14684,7,True,no,0.154256,0.204879
scene_10928,8,True,no,0.101874,0.193944
scene_10787,8,True,no,0.131980,0.227103
scene_11992,7,False,no,0.168352,0.208605
scene_13140,7,True,no,0.102373,0.167923
scene_11400,8,True,no,0.108440,0.184813
scene_10878,7,False,no,0.031299,0.253406
scene_13517,8,True,no,0.268681,0.216175
scene_13513,7,False,no,0.145450,0.157898
scene_13805,7,True,no,0.170129,0.195239
scene_10074,8,True,no,0.149218,0.234452
scene_13601,8,True,yes,0.058704,0.263791
scene_12083,7,False,yes,0.064238,0.159026
scene_11735,8,True,no,0.173714,0.290680
scene_13777,8,False,no,0.104784,0.211212
scene_13279,8,True,no,0.054185,0.128091
scene_10383,8,True,yes,0.081002,0.177527
scene_12157,7,True,no,0.039632,0.107647
scene_12809,7,True,no,0.164455,0.293261
scene_14270,8,False,no,0.083268,0.194546
scene_14244,8,True,yes,0.299012,0.279159
scene_13850,8,True,yes,0.093751,0.270689
scene_10524,8,True,no,0.111498,0.174391
scene_13710,8,True,no,0.258998,0.224674
scene_13653,8,True,no,0.183986,0.205601
scene_11543,8,True,no,0.111823,0.185492
scene_12290,6,True,no,0.150512,0.193422
scene_14737,8,True,no,0.204495,0.231754
scene_13483,8,False,no,0.087281,0.161318
scene_12905,7,False,no,0.148242,0.231937
scene_12438,8,False,no,0.258065,0.352195
scene_10529,8,False,no,0.299436,0.362265
scene_11606,8,False,yes,0.123598,0.186664
scene_14586,7,False,yes,0.037734,0.153102
scene_12862,8,False,no,0.095268,0.273127
scene_12688,8,False,no,0.086303,0.141471
